line_id	speaker	jp_name	jp_text	cn_name	cn_text	tw_name	tw_text	vn_name	vn_text
388			これは……保護欲というのだろうか。\nもっと優しく、大事にあつかってやりたくなる。		这……就是所谓的保护欲吗？心中泛起了一股冲动，想要更加善待她、爱护她。		這……就是所謂的保護欲嗎？心中泛起了一股衝動，想要更加善待她、愛護她。		
389	双鉄		「寂しい気持ちにならなかったと――\nさっきれいなは……本当のれいなは、言ってたな？」	双铁	「刚才，玲奈……你的心里话是——“没有感到落寞”，是不是？」	雙鐵	「剛才，玲奈……你的心裡話是——“沒有感到落寞”，是不是？」		
390	れいな		「はいですぅ」	玲奈	「是的」	玲奈	「是的」		
391	双鉄		「やはり寂しいものなのか？\n炭鉱を見て、昔を思い出してしまうのが」	双铁	「看到煤矿、勾起过往的回忆，还是会让你感到落寞吗」	雙鐵	「看到煤礦、勾起過往的回憶，還是會讓你感到落寞嗎」		
392	れいな		「思い出すのはうれしいですよぉ。\nむかしのおはなしをすることも。でも――」	玲奈	「回忆起来是很开心的哦。分享过去的故事也一样开心。但是——」	玲奈	「回憶起來是很開心的哦。分享過去的故事也一樣開心。但是——」		
393	双鉄		「でも？」	双铁	「但是？」	雙鐵	「但是？」		
394	れいな		「でも……」	玲奈	「但是……」	玲奈	「但是……」		
395	双鉄		「っ！」	双铁	「！」	雙鐵	「！」		
396			れいなの顔が、大人びる。\n凛然とした尊い何かが、おさなげな輪郭の向こうに見える。		玲奈的神情忽然变得稳重。她的外貌依旧充满稚气，却隐隐给我一种庄严而神圣的感觉。		玲奈的神情忽然變得穩重。她的外貌依舊充滿稚氣，卻隱隱給我一種莊嚴而神聖的感覺。		
397			ああ、そうだ――実際のところ、そうなのだ。\nれいなは僕より長く生き、多くをきっと、見聞きしてきた。		啊，是啊——事实就是如此。玲奈比我活得更久，一定也拥有更多的见闻。		啊，是啊——事實就是如此。玲奈比我活得更久，一定也擁有更多的見聞。		
398	れいな		「なぁんでもないですぅ。さみしくなったらやだなって、\nれいな、心配になっただけですよぉ」	玲奈	「没什么啦。玲奈只是有点担心，害怕会觉得落寞而已」	玲奈	「沒什麼啦。玲奈只是有點擔心，害怕會覺得落寞而已」		
399	双鉄		「そうか」	双铁	「是吗」	雙鐵	「是嗎」		
400			だから、それ以上を尋ねはしない。		所以，我不会再多作询问。		所以，我不會再多作詢問。		
401			あえて語ろうとしないなら、\n自分の寂しさを隠しても、守りたい何かがあるのだろう。		她既然选择刻意不说，那她大概是想保护某样东西，甚至愿意为此独自承受寂寞。		她既然選擇刻意不說，那她大概是想保護某樣東西，甚至願意為此獨自承受寂寞。		
402	双鉄		「れいなは、強いな」	双铁	「玲奈真是坚强啊」	雙鐵	「玲奈真是堅強啊」		
403	れいな		「うふふぅ、そうですよぉ」	玲奈	「嘿嘿嘿，没错啊」	玲奈	「嘿嘿嘿，沒錯啊」		
404			また、力こぶ。		她再次展示起自己的肌肉。		她再次展示起自己的肌肉。		
405			まったくこぶはできないけれど、\n今度は不思議と、頼もしい。		依旧那么平坦的上臂，这次却莫名地给人一种安心感。		依舊那麼平坦的上臂，這次卻莫名地給人一種安心感。		
406	れいな		「れいな、こう見えて力持ちさんなんですからぁ！」	玲奈	「别看玲奈小，玲奈可是大力士呢！」	玲奈	「別看玲奈小，玲奈可是大力士呢！」		
